nombre,organismo,tipo,estado,descripcion,monto_min,monto_max,moneda,fecha_apertura,fecha_cierre,url,region,score_hak,internacional,created_at
CORFO — Empresas de Mujeres: Participación y Crecimiento La Araucanía,CORFO / GORE La Araucanía,empresarial,abierto,"Programa regional 2026. Componentes: Activa Inversión (hasta $20M), PAR ($6M), Semilla Inicia ($19M), Viraliza (capacitación liderazgo y tecnología). Enfocado en empresas lideradas por mujeres.",6000000.0,20000000.0,CLP,,,https://www.google.com/search?q=%22CORFO%20%E2%80%94%20Empresas%20de%20Mujeres%3A%20Participaci%C3%B3n%20y%20Crecimiento%20La%20%22%20CORFO%20/%20GORE%20La%20Araucan%C3%ADa%20postulaci%C3%B3n%202026,La Araucanía,10,0,2026-04-12 16:28:27
FIC-R Araucanía — Innovación y Competitividad,GORE La Araucanía,ciencia,proximo,Fondo de Innovación para la Competitividad Regional. Financia proyectos de I+D+i con impacto en la región.,50000000.0,300000000.0,CLP,,,https://www.google.com/search?q=%22FIC-R%20Araucan%C3%ADa%20%E2%80%94%20Innovaci%C3%B3n%20y%20Competitividad%22%20GORE%20La%20Araucan%C3%ADa%20postulaci%C3%B3n%202026,La Araucanía,10,0,2026-04-22 04:45:44
"El Fondo Regional para la Productividad y el Desarrollo (FRPD) es un instrumento de financiamiento del Gobierno Regional de La Araucanía, creado en el marco de la Ley N.º 21.591 sobre Royalty Minero .",GORE La Araucanía,ciencia,desconocido,"El Fondo Regional para la Productividad y el Desarrollo (FRPD) es un instrumento de financiamiento del Gobierno Regional de La Araucanía, creado en el marco de la Ley N.º 21.591 sobre Royalty Minero . Su objetivo es impulsar el desarrollo productivo regional mediante el financiamiento de iniciativas que fortalezcan la economía local, apoyen a emprendedores, promuevan la adopción de nuevas tecnologías y potencien los sectores productivos del territorio, siempre en coherencia con la Estrategia Reg",,,CLP,,,https://gorearaucania.cl/storage/web/assets/f_r_p_d/Anexos%20FRPD%20(2).docx,La Araucanía,10,0,2026-05-06 04:22:00
Datos de Fondos Concursables para Organizaciones Sociales,Subsecretaría General de Gobierno,mixto,desconocido,"El vasto tejido asociativo del país constituye uno de los más importantes&nbsp;capitales con los que hoy cuenta nuestra sociedad, en tanto que&nbsp;sus múltiples y diversas expresiones (sociales, vecinales, juveniles,&nbsp;comunitarias, culturales, de mujeres, de voluntariado, indígenas,&nbsp;sindicales y ONGs, entre muchas más) actúan como un importante&nbsp;motor del desarrollo comunitario, aportando soluciones pertinentes y&nbsp;adecuadas, en tanto que estas organizaciones, en la mayoría de l",,,CLP,,,https://datos.gob.cl/dataset/30965,,6,0,2026-04-12 16:02:25
Fundación Luksic — Impulso Chileno,Fundación Luksic,empresarial,proximo,Fondo de la familia Luksic para educación técnica y emprendimiento. Hasta $5M por emprendedor/a. Convocatoria septiembre-octubre. Activo 2025.,1000000.0,5000000.0,CLP,,,https://www.fundacionluksic.cl/,,6,0,2026-04-12 20:36:11
Fundación Minera Escondida — AntofaEmprende,Fundación Minera Escondida (BHP),empresarial,proximo,Programa de emprendimiento e innovación para la Región de Antofagasta. Financiamiento de hasta $130M para proyectos productivos con impacto territorial. Activo 2026.,5000000.0,130000000.0,CLP,,,https://fme.cl/,Antofagasta,6,0,2026-04-12 20:36:11
IAVCEI — International Association of Volcanology,IAVCEI,ciencia,abierto,"Asociación internacional de volcanología. Grants para viáticos a congresos, investigación colaborativa, Early Career Researcher grants. IAVCEI Assembly 2025 en Ginebra. OVDAS es miembro institucional natural.",2000.0,30000.0,USD,,,https://www.iavceivolcano.org/,Nacional,6,1,2026-04-22 04:31:05
IAVCEI — Travel Grants (solo viáticos a congresos),IAVCEI,ciencia,cerrado,"ALCANCE LIMITADO: solo otorga viáticos y registros gratuitos para congresos IAVCEI. No financia investigación, equipamiento ni infraestructura. Convocatoria 2025 cerró noviembre 2024. Early Career Researcher grants. Útil para que investigadores de OVDAS asistan al IAVCEI Assembly 2025 (Ginebra, jun-jul).",2000.0,5000.0,USD,,,https://www.iavceivolcano.org/,Nacional,6,1,2026-04-22 04:45:45
[COLABORACIÓN] IAVCEI — Travel Grants & Scientific Collaboration,IAVCEI - International Association of Volcanology,ciencia,proximo,"[COLABORACIÓN RED CIENTÍFICA] Ofrece: (a) Travel Grants para congresos IAVCEI, (b) Early Career Researcher grants, (c) Commission-level collaboration. Montos pequeños pero con alto valor simbólico y de redes. Útil para capacitación de personal OVDAS + posicionamiento internacional. Convocatoria 2025 cerrada (nov 2024); próxima 2026-2027. IAVCEI Assembly 2025 en Ginebra.",2000.0,10000.0,USD,,,https://www.iavceivolcano.org/,Nacional,6,1,2026-04-22 04:53:17
OEI — Fondo Transformación Digital Educación,Organización Estados Iberoamericanos,ciencia,proximo,Subvenciones para innovación digital en educación. Línea ETP relevante a HAK.,5000000.0,50000000.0,CLP,,,https://oei.int/subvenciones,,6,1,2026-05-11 18:03:41
ProFuturo (Telefónica + La Caixa),Fundación Telefónica,ciencia,abierto,Aula digital para escuelas vulnerables. Modelo partnership directo (no concurso).,0.0,0.0,CLP,,,https://profuturo.education/paises/chile/,,6,1,2026-05-11 18:03:41
